shift,rep,detector,total_detections,false_alarms,post_drift_detections,false_alarm_rate,first_post_drift_detection,detection_delay,detected,calibration_threshold
title,273,Boundary-Aware,17,1,16,0.019230769230769232,1425.0,50.0,True,2.324046118984962
title,274,ADWIN,0,0,0,0.0,,,False,
title,274,Page-Hinkley,0,0,0,0.0,,,False,
title,274,Boundary-Aware,23,7,16,0.1346153846153846,1375.0,0.0,True,1.9599984549780876
title,275,ADWIN,0,0,0,0.0,,,False,
title,275,Page-Hinkley,0,0,0,0.0,,,False,
title,275,Boundary-Aware,21,1,20,0.019230769230769232,1375.0,0.0,True,2.027215113708873
title,276,ADWIN,0,0,0,0.0,,,False,
title,276,Page-Hinkley,0,0,0,0.0,,,False,
title,276,Boundary-Aware,15,3,12,0.057692307692307696,1375.0,0.0,True,2.7847448291055135
title,277,ADWIN,0,0,0,0.0,,,False,
title,277,Page-Hinkley,0,0,0,0.0,,,False,
title,277,Boundary-Aware,20,2,18,0.038461538461538464,1375.0,0.0,True,2.5615862275868886
title,278,ADWIN,0,0,0,0.0,,,False,
title,278,Page-Hinkley,0,0,0,0.0,,,False,
title,278,Boundary-Aware,28,2,26,0.038461538461538464,1375.0,0.0,True,2.061098387916246
title,279,ADWIN,1,0,1,0.0,2047.0,672.0,True,
title,279,Page-Hinkley,0,0,0,0.0,,,False,
title,279,Boundary-Aware,29,4,25,0.07692307692307693,1475.0,100.0,True,1.7639168095121902
title,280,ADWIN,0,0,0,0.0,,,False,
title,280,Page-Hinkley,0,0,0,0.0,,,False,
title,280,Boundary-Aware,29,4,25,0.07692307692307693,1375.0,0.0,True,2.093620694209565
title,281,ADWIN,0,0,0,0.0,,,False,
title,281,Page-Hinkley,0,0,0,0.0,,,False,
title,281,Boundary-Aware,27,7,20,0.1346153846153846,1525.0,150.0,True,2.0315255840359554
title,282,ADWIN,0,0,0,0.0,,,False,
title,282,Page-Hinkley,0,0,0,0.0,,,False,
title,282,Boundary-Aware,25,5,20,0.09615384615384616,1375.0,0.0,True,2.362629140806936
title,283,ADWIN,0,0,0,0.0,,,False,
title,283,Page-Hinkley,0,0,0,0.0,,,False,
title,283,Boundary-Aware,26,6,20,0.11538461538461539,1375.0,0.0,True,3.118990060145947
title,284,ADWIN,0,0,0,0.0,,,False,
title,284,Page-Hinkley,0,0,0,0.0,,,False,
title,284,Boundary-Aware,30,6,24,0.11538461538461539,1375.0,0.0,True,1.956297589028568
title,285,ADWIN,0,0,0,0.0,,,False,
title,285,Page-Hinkley,0,0,0,0.0,,,False,
title,285,Boundary-Aware,25,3,22,0.057692307692307696,1375.0,0.0,True,2.061942403204304
title,286,ADWIN,0,0,0,0.0,,,False,
title,286,Page-Hinkley,0,0,0,0.0,,,False,
title,286,Boundary-Aware,33,8,25,0.15384615384615385,1400.0,25.0,True,2.4442299018866778
title,287,ADWIN,0,0,0,0.0,,,False,
title,287,Page-Hinkley,0,0,0,0.0,,,False,
title,287,Boundary-Aware,29,4,25,0.07692307692307693,1375.0,0.0,True,2.0620902758421042
title,288,ADWIN,0,0,0,0.0,,,False,
title,288,Page-Hinkley,0,0,0,0.0,,,False,
title,288,Boundary-Aware,6,1,5,0.019230769230769232,1575.0,200.0,True,2.448477712661009
title,289,ADWIN,0,0,0,0.0,,,False,
title,289,Page-Hinkley,0,0,0,0.0,,,False,
title,289,Boundary-Aware,24,1,23,0.019230769230769232,1375.0,0.0,True,2.527609388401133
title,290,ADWIN,0,0,0,0.0,,,False,
title,290,Page-Hinkley,0,0,0,0.0,,,False,
title,290,Boundary-Aware,12,1,11,0.019230769230769232,1375.0,0.0,True,2.1715231112729176
title,291,ADWIN,0,0,0,0.0,,,False,
title,291,Page-Hinkley,0,0,0,0.0,,,False,
title,291,Boundary-Aware,23,5,18,0.09615384615384616,1375.0,0.0,True,1.8231887820459762
title,292,ADWIN,0,0,0,0.0,,,False,
title,292,Page-Hinkley,0,0,0,0.0,,,False,
title,292,Boundary-Aware,13,3,10,0.057692307692307696,1475.0,100.0,True,1.8197883416319822
title,293,ADWIN,0,0,0,0.0,,,False,
title,293,Page-Hinkley,0,0,0,0.0,,,False,
title,293,Boundary-Aware,32,7,25,0.1346153846153846,1375.0,0.0,True,2.5290610477230215
title,294,ADWIN,0,0,0,0.0,,,False,
title,294,Page-Hinkley,0,0,0,0.0,,,False,
title,294,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.804742718707599
title,295,ADWIN,1,0,1,0.0,2175.0,800.0,True,
title,295,Page-Hinkley,0,0,0,0.0,,,False,
title,295,Boundary-Aware,21,1,20,0.019230769230769232,1375.0,0.0,True,2.1017692650808293
title,296,ADWIN,0,0,0,0.0,,,False,
title,296,Page-Hinkley,0,0,0,0.0,,,False,
title,296,Boundary-Aware,26,5,21,0.09615384615384616,1375.0,0.0,True,2.780933266664397
title,297,ADWIN,0,0,0,0.0,,,False,
title,297,Page-Hinkley,0,0,0,0.0,,,False,
title,297,Boundary-Aware,17,8,9,0.15384615384615385,1400.0,25.0,True,2.0147874323242014
title,298,ADWIN,0,0,0,0.0,,,False,
title,298,Page-Hinkley,0,0,0,0.0,,,False,
title,298,Boundary-Aware,3,1,2,0.019230769230769232,1750.0,375.0,True,1.9411230815955256
title,299,ADWIN,0,0,0,0.0,,,False,
title,299,Page-Hinkley,0,0,0,0.0,,,False,
title,299,Boundary-Aware,23,5,18,0.09615384615384616,1475.0,100.0,True,2.1791087212856346
naming,0,ADWIN,0,0,0,0.0,,,False,
naming,0,Page-Hinkley,0,0,0,0.0,,,False,
naming,0,Boundary-Aware,5,2,3,0.038461538461538464,1525.0,150.0,True,1.920949933995059
naming,1,ADWIN,0,0,0,0.0,,,False,
naming,1,Page-Hinkley,0,0,0,0.0,,,False,
naming,1,Boundary-Aware,5,2,3,0.038461538461538464,1750.0,375.0,True,2.163432499732281
naming,2,ADWIN,0,0,0,0.0,,,False,
naming,2,Page-Hinkley,0,0,0,0.0,,,False,
naming,2,Boundary-Aware,13,3,10,0.057692307692307696,1475.0,100.0,True,2.353010248043247
naming,3,ADWIN,0,0,0,0.0,,,False,
naming,3,Page-Hinkley,0,0,0,0.0,,,False,
naming,3,Boundary-Aware,3,3,0,0.057692307692307696,,,False,1.7843761599500032
naming,4,ADWIN,0,0,0,0.0,,,False,
naming,4,Page-Hinkley,0,0,0,0.0,,,False,
naming,4,Boundary-Aware,16,4,12,0.07692307692307693,1550.0,175.0,True,1.765335464888677
naming,5,ADWIN,0,0,0,0.0,,,False,
naming,5,Page-Hinkley,0,0,0,0.0,,,False,
naming,5,Boundary-Aware,9,3,6,0.057692307692307696,1425.0,50.0,True,2.6121876467529646
naming,6,ADWIN,0,0,0,0.0,,,False,
naming,6,Page-Hinkley,0,0,0,0.0,,,False,
naming,6,Boundary-Aware,4,1,3,0.019230769230769232,1825.0,450.0,True,2.137431453903011
naming,7,ADWIN,0,0,0,0.0,,,False,
naming,7,Page-Hinkley,0,0,0,0.0,,,False,
naming,7,Boundary-Aware,7,6,1,0.11538461538461539,1675.0,300.0,True,1.8544760855865847
naming,8,ADWIN,0,0,0,0.0,,,False,
naming,8,Page-Hinkley,0,0,0,0.0,,,False,
naming,8,Boundary-Aware,4,1,3,0.019230769230769232,1375.0,0.0,True,2.5275898317571377
naming,9,ADWIN,0,0,0,0.0,,,False,
naming,9,Page-Hinkley,0,0,0,0.0,,,False,
naming,9,Boundary-Aware,15,5,10,0.09615384615384616,1375.0,0.0,True,1.8966961336049704
naming,10,ADWIN,0,0,0,0.0,,,False,
naming,10,Page-Hinkley,0,0,0,0.0,,,False,
naming,10,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.976941322592937
naming,11,ADWIN,0,0,0,0.0,,,False,
naming,11,Page-Hinkley,0,0,0,0.0,,,False,
naming,11,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.864253292916692
naming,12,ADWIN,0,0,0,0.0,,,False,
naming,12,Page-Hinkley,0,0,0,0.0,,,False,
naming,12,Boundary-Aware,14,3,11,0.057692307692307696,1375.0,0.0,True,1.9209419575150202
naming,13,ADWIN,0,0,0,0.0,,,False,
naming,13,Page-Hinkley,0,0,0,0.0,,,False,
naming,13,Boundary-Aware,6,2,4,0.038461538461538464,1600.0,225.0,True,2.2318018414110936
naming,14,ADWIN,0,0,0,0.0,,,False,
naming,14,Page-Hinkley,0,0,0,0.0,,,False,
naming,14,Boundary-Aware,17,5,12,0.09615384615384616,1400.0,25.0,True,1.6890928750409473
naming,15,ADWIN,0,0,0,0.0,,,False,
naming,15,Page-Hinkley,0,0,0,0.0,,,False,
naming,15,Boundary-Aware,19,3,16,0.057692307692307696,1375.0,0.0,True,2.451910085164772
naming,16,ADWIN,0,0,0,0.0,,,False,
naming,16,Page-Hinkley,0,0,0,0.0,,,False,
naming,16,Boundary-Aware,15,5,10,0.09615384615384616,1450.0,75.0,True,2.0509206933375896
naming,17,ADWIN,0,0,0,0.0,,,False,
naming,17,Page-Hinkley,0,0,0,0.0,,,False,
naming,17,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.603758889688772
naming,18,ADWIN,0,0,0,0.0,,,False,
naming,18,Page-Hinkley,0,0,0,0.0,,,False,
naming,18,Boundary-Aware,8,2,6,0.038461538461538464,1750.0,375.0,True,2.207476040871443
naming,19,ADWIN,0,0,0,0.0,,,False,
naming,19,Page-Hinkley,0,0,0,0.0,,,False,
naming,19,Boundary-Aware,12,3,9,0.057692307692307696,1775.0,400.0,True,2.1754917742588047
naming,20,ADWIN,0,0,0,0.0,,,False,
naming,20,Page-Hinkley,0,0,0,0.0,,,False,
naming,20,Boundary-Aware,4,3,1,0.057692307692307696,2075.0,700.0,True,2.041980457047481
naming,21,ADWIN,0,0,0,0.0,,,False,
naming,21,Page-Hinkley,0,0,0,0.0,,,False,
naming,21,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.483038000997335
naming,22,ADWIN,0,0,0,0.0,,,False,
naming,22,Page-Hinkley,0,0,0,0.0,,,False,
naming,22,Boundary-Aware,8,2,6,0.038461538461538464,1850.0,475.0,True,2.6094103621620124
naming,23,ADWIN,0,0,0,0.0,,,False,
naming,23,Page-Hinkley,0,0,0,0.0,,,False,
naming,23,Boundary-Aware,16,4,12,0.07692307692307693,1725.0,350.0,True,1.8816916315449563
naming,24,ADWIN,0,0,0,0.0,,,False,
naming,24,Page-Hinkley,0,0,0,0.0,,,False,
naming,24,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.2323779033991
naming,25,ADWIN,0,0,0,0.0,,,False,
naming,25,Page-Hinkley,0,0,0,0.0,,,False,
naming,25,Boundary-Aware,3,1,2,0.019230769230769232,2000.0,625.0,True,2.3522825765510995
naming,26,ADWIN,0,0,0,0.0,,,False,
naming,26,Page-Hinkley,0,0,0,0.0,,,False,
naming,26,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.5782915484685427
naming,27,ADWIN,0,0,0,0.0,,,False,
naming,27,Page-Hinkley,0,0,0,0.0,,,False,
naming,27,Boundary-Aware,3,2,1,0.038461538461538464,1975.0,600.0,True,1.8647435245670831
naming,28,ADWIN,0,0,0,0.0,,,False,
naming,28,Page-Hinkley,0,0,0,0.0,,,False,
naming,28,Boundary-Aware,23,10,13,0.19230769230769232,1375.0,0.0,True,1.3903431584711914
naming,29,ADWIN,0,0,0,0.0,,,False,
naming,29,Page-Hinkley,0,0,0,0.0,,,False,
naming,29,Boundary-Aware,7,5,2,0.09615384615384616,1975.0,600.0,True,2.2847668844644358
naming,30,ADWIN,0,0,0,0.0,,,False,
naming,30,Page-Hinkley,0,0,0,0.0,,,False,
naming,30,Boundary-Aware,7,3,4,0.057692307692307696,1500.0,125.0,True,2.4046200927825
naming,31,ADWIN,0,0,0,0.0,,,False,
naming,31,Page-Hinkley,0,0,0,0.0,,,False,
naming,31,Boundary-Aware,6,5,1,0.09615384615384616,2175.0,800.0,True,2.047086129999836
naming,32,ADWIN,0,0,0,0.0,,,False,
naming,32,Page-Hinkley,0,0,0,0.0,,,False,
naming,32,Boundary-Aware,7,2,5,0.038461538461538464,1550.0,175.0,True,2.1756188815406468
naming,33,ADWIN,0,0,0,0.0,,,False,
naming,33,Page-Hinkley,0,0,0,0.0,,,False,
naming,33,Boundary-Aware,7,6,1,0.11538461538461539,2175.0,800.0,True,2.1644586235125196
naming,34,ADWIN,0,0,0,0.0,,,False,
naming,34,Page-Hinkley,0,0,0,0.0,,,False,
naming,34,Boundary-Aware,6,1,5,0.019230769230769232,1450.0,75.0,True,2.2844439149134588
naming,35,ADWIN,0,0,0,0.0,,,False,
naming,35,Page-Hinkley,0,0,0,0.0,,,False,
naming,35,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.62965613553796
naming,36,ADWIN,0,0,0,0.0,,,False,
naming,36,Page-Hinkley,0,0,0,0.0,,,False,
naming,36,Boundary-Aware,10,5,5,0.09615384615384616,1375.0,0.0,True,2.512258324252509
naming,37,ADWIN,0,0,0,0.0,,,False,
naming,37,Page-Hinkley,0,0,0,0.0,,,False,
naming,37,Boundary-Aware,7,3,4,0.057692307692307696,1850.0,475.0,True,2.210322558170149
naming,38,ADWIN,0,0,0,0.0,,,False,
naming,38,Page-Hinkley,0,0,0,0.0,,,False,
naming,38,Boundary-Aware,3,1,2,0.019230769230769232,1400.0,25.0,True,2.3662046468585127
naming,39,ADWIN,0,0,0,0.0,,,False,
naming,39,Page-Hinkley,0,0,0,0.0,,,False,
naming,39,Boundary-Aware,45,16,29,0.3076923076923077,1375.0,0.0,True,1.5391571768395422
naming,40,ADWIN,0,0,0,0.0,,,False,
naming,40,Page-Hinkley,0,0,0,0.0,,,False,
naming,40,Boundary-Aware,9,3,6,0.057692307692307696,1375.0,0.0,True,2.100002602020458
naming,41,ADWIN,0,0,0,0.0,,,False,
naming,41,Page-Hinkley,0,0,0,0.0,,,False,
naming,41,Boundary-Aware,16,4,12,0.07692307692307693,1500.0,125.0,True,1.8195906222756852
naming,42,ADWIN,0,0,0,0.0,,,False,
naming,42,Page-Hinkley,0,0,0,0.0,,,False,
naming,42,Boundary-Aware,3,3,0,0.057692307692307696,,,False,3.301729097854853
naming,43,ADWIN,0,0,0,0.0,,,False,
naming,43,Page-Hinkley,0,0,0,0.0,,,False,
naming,43,Boundary-Aware,11,7,4,0.1346153846153846,1875.0,500.0,True,2.3434259665848343
naming,44,ADWIN,0,0,0,0.0,,,False,
naming,44,Page-Hinkley,0,0,0,0.0,,,False,
naming,44,Boundary-Aware,24,11,13,0.21153846153846154,1375.0,0.0,True,1.4318917295793978
naming,45,ADWIN,0,0,0,0.0,,,False,
naming,45,Page-Hinkley,0,0,0,0.0,,,False,
naming,45,Boundary-Aware,11,4,7,0.07692307692307693,1400.0,25.0,True,2.1528429647331295
naming,46,ADWIN,0,0,0,0.0,,,False,
naming,46,Page-Hinkley,0,0,0,0.0,,,False,
naming,46,Boundary-Aware,6,5,1,0.09615384615384616,2000.0,625.0,True,2.0561977357411036
naming,47,ADWIN,0,0,0,0.0,,,False,
naming,47,Page-Hinkley,0,0,0,0.0,,,False,
naming,47,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.1808863584702807
naming,48,ADWIN,0,0,0,0.0,,,False,
naming,48,Page-Hinkley,0,0,0,0.0,,,False,
naming,48,Boundary-Aware,17,8,9,0.15384615384615385,1525.0,150.0,True,1.6578778232291982
naming,49,ADWIN,0,0,0,0.0,,,False,
naming,49,Page-Hinkley,0,0,0,0.0,,,False,
naming,49,Boundary-Aware,11,3,8,0.057692307692307696,1475.0,100.0,True,1.7032827643936364
naming,50,ADWIN,0,0,0,0.0,,,False,
naming,50,Page-Hinkley,0,0,0,0.0,,,False,
naming,50,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.6282518201900946
naming,51,ADWIN,0,0,0,0.0,,,False,
naming,51,Page-Hinkley,0,0,0,0.0,,,False,
naming,51,Boundary-Aware,1,1,0,0.019230769230769232,,,False,3.1054025310429534
naming,52,ADWIN,0,0,0,0.0,,,False,
naming,52,Page-Hinkley,0,0,0,0.0,,,False,
naming,52,Boundary-Aware,3,2,1,0.038461538461538464,1500.0,125.0,True,2.6931152077070557
naming,53,ADWIN,0,0,0,0.0,,,False,
naming,53,Page-Hinkley,0,0,0,0.0,,,False,
naming,53,Boundary-Aware,7,6,1,0.11538461538461539,2050.0,675.0,True,1.9613821928004032
naming,54,ADWIN,0,0,0,0.0,,,False,
naming,54,Page-Hinkley,0,0,0,0.0,,,False,
naming,54,Boundary-Aware,11,4,7,0.07692307692307693,1475.0,100.0,True,1.9780412309835413
naming,55,ADWIN,0,0,0,0.0,,,False,
naming,55,Page-Hinkley,0,0,0,0.0,,,False,
naming,55,Boundary-Aware,4,4,0,0.07692307692307693,,,False,2.3292385969393963
naming,56,ADWIN,0,0,0,0.0,,,False,
naming,56,Page-Hinkley,0,0,0,0.0,,,False,
naming,56,Boundary-Aware,11,4,7,0.07692307692307693,1450.0,75.0,True,2.0835946109297323
naming,57,ADWIN,0,0,0,0.0,,,False,
naming,57,Page-Hinkley,0,0,0,0.0,,,False,
naming,57,Boundary-Aware,18,4,14,0.07692307692307693,1425.0,50.0,True,2.2090360230740465
naming,58,ADWIN,0,0,0,0.0,,,False,
naming,58,Page-Hinkley,0,0,0,0.0,,,False,
naming,58,Boundary-Aware,12,5,7,0.09615384615384616,1575.0,200.0,True,1.8972101926253546
naming,59,ADWIN,0,0,0,0.0,,,False,
naming,59,Page-Hinkley,0,0,0,0.0,,,False,
naming,59,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.72414218904375
naming,60,ADWIN,0,0,0,0.0,,,False,
naming,60,Page-Hinkley,0,0,0,0.0,,,False,
naming,60,Boundary-Aware,3,1,2,0.019230769230769232,1625.0,250.0,True,2.345236106526273
naming,61,ADWIN,0,0,0,0.0,,,False,
naming,61,Page-Hinkley,0,0,0,0.0,,,False,
naming,61,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.8054295665638773
naming,62,ADWIN,0,0,0,0.0,,,False,
naming,62,Page-Hinkley,0,0,0,0.0,,,False,
naming,62,Boundary-Aware,18,7,11,0.1346153846153846,1400.0,25.0,True,2.217881645246255
naming,63,ADWIN,0,0,0,0.0,,,False,
naming,63,Page-Hinkley,0,0,0,0.0,,,False,
naming,63,Boundary-Aware,3,2,1,0.038461538461538464,1525.0,150.0,True,2.1214556146136956
naming,64,ADWIN,0,0,0,0.0,,,False,
naming,64,Page-Hinkley,0,0,0,0.0,,,False,
naming,64,Boundary-Aware,12,4,8,0.07692307692307693,1675.0,300.0,True,1.910935086117355
naming,65,ADWIN,0,0,0,0.0,,,False,
naming,65,Page-Hinkley,0,0,0,0.0,,,False,
naming,65,Boundary-Aware,22,4,18,0.07692307692307693,1450.0,75.0,True,1.8362099127865128
naming,66,ADWIN,0,0,0,0.0,,,False,
naming,66,Page-Hinkley,0,0,0,0.0,,,False,
naming,66,Boundary-Aware,3,1,2,0.019230769230769232,1600.0,225.0,True,2.606113946503939
naming,67,ADWIN,0,0,0,0.0,,,False,
naming,67,Page-Hinkley,0,0,0,0.0,,,False,
naming,67,Boundary-Aware,7,5,2,0.09615384615384616,1775.0,400.0,True,1.7696341312787602
naming,68,ADWIN,0,0,0,0.0,,,False,
naming,68,Page-Hinkley,0,0,0,0.0,,,False,
naming,68,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.6826712872766656
naming,69,ADWIN,0,0,0,0.0,,,False,
naming,69,Page-Hinkley,0,0,0,0.0,,,False,
naming,69,Boundary-Aware,7,5,2,0.09615384615384616,1700.0,325.0,True,2.3371652059911043
naming,70,ADWIN,0,0,0,0.0,,,False,
naming,70,Page-Hinkley,0,0,0,0.0,,,False,
naming,70,Boundary-Aware,17,6,11,0.11538461538461539,1600.0,225.0,True,1.7683464156675572
naming,71,ADWIN,0,0,0,0.0,,,False,
naming,71,Page-Hinkley,0,0,0,0.0,,,False,
naming,71,Boundary-Aware,10,6,4,0.11538461538461539,1925.0,550.0,True,2.497364575728139
naming,72,ADWIN,0,0,0,0.0,,,False,
naming,72,Page-Hinkley,0,0,0,0.0,,,False,
naming,72,Boundary-Aware,10,2,8,0.038461538461538464,1700.0,325.0,True,2.0231718959791603
naming,73,ADWIN,0,0,0,0.0,,,False,
naming,73,Page-Hinkley,0,0,0,0.0,,,False,
naming,73,Boundary-Aware,7,2,5,0.038461538461538464,1400.0,25.0,True,2.0556243427006917
naming,74,ADWIN,0,0,0,0.0,,,False,
naming,74,Page-Hinkley,0,0,0,0.0,,,False,
naming,74,Boundary-Aware,9,4,5,0.07692307692307693,1450.0,75.0,True,2.193402854683187
naming,75,ADWIN,0,0,0,0.0,,,False,
naming,75,Page-Hinkley,0,0,0,0.0,,,False,
naming,75,Boundary-Aware,9,4,5,0.07692307692307693,1450.0,75.0,True,1.9325692281233193
naming,76,ADWIN,0,0,0,0.0,,,False,
naming,76,Page-Hinkley,0,0,0,0.0,,,False,
naming,76,Boundary-Aware,4,3,1,0.057692307692307696,1675.0,300.0,True,2.0224373390359536
naming,77,ADWIN,0,0,0,0.0,,,False,
naming,77,Page-Hinkley,0,0,0,0.0,,,False,
naming,77,Boundary-Aware,7,1,6,0.019230769230769232,1650.0,275.0,True,2.0784711718658797
naming,78,ADWIN,0,0,0,0.0,,,False,
naming,78,Page-Hinkley,0,0,0,0.0,,,False,
naming,78,Boundary-Aware,7,4,3,0.07692307692307693,1675.0,300.0,True,3.0771937244400047
naming,79,ADWIN,0,0,0,0.0,,,False,
naming,79,Page-Hinkley,0,0,0,0.0,,,False,
naming,79,Boundary-Aware,13,1,12,0.019230769230769232,1575.0,200.0,True,2.2164210522782914
naming,80,ADWIN,0,0,0,0.0,,,False,
naming,80,Page-Hinkley,0,0,0,0.0,,,False,
naming,80,Boundary-Aware,4,2,2,0.038461538461538464,1675.0,300.0,True,2.4830323387560806
naming,81,ADWIN,0,0,0,0.0,,,False,
naming,81,Page-Hinkley,0,0,0,0.0,,,False,
naming,81,Boundary-Aware,6,5,1,0.09615384615384616,1550.0,175.0,True,2.471835193953869
naming,82,ADWIN,0,0,0,0.0,,,False,
naming,82,Page-Hinkley,0,0,0,0.0,,,False,
naming,82,Boundary-Aware,21,5,16,0.09615384615384616,1475.0,100.0,True,1.8612061037970027
naming,83,ADWIN,0,0,0,0.0,,,False,
naming,83,Page-Hinkley,0,0,0,0.0,,,False,
naming,83,Boundary-Aware,3,1,2,0.019230769230769232,2100.0,725.0,True,2.0258130578541067
naming,84,ADWIN,0,0,0,0.0,,,False,
naming,84,Page-Hinkley,0,0,0,0.0,,,False,
naming,84,Boundary-Aware,4,2,2,0.038461538461538464,1725.0,350.0,True,1.9763433412795073
naming,85,ADWIN,0,0,0,0.0,,,False,
naming,85,Page-Hinkley,0,0,0,0.0,,,False,
naming,85,Boundary-Aware,6,3,3,0.057692307692307696,1575.0,200.0,True,2.407163203968495
naming,86,ADWIN,0,0,0,0.0,,,False,
naming,86,Page-Hinkley,0,0,0,0.0,,,False,
naming,86,Boundary-Aware,2,1,1,0.019230769230769232,2175.0,800.0,True,2.4744194813152562
naming,87,ADWIN,0,0,0,0.0,,,False,
naming,87,Page-Hinkley,0,0,0,0.0,,,False,
naming,87,Boundary-Aware,9,5,4,0.09615384615384616,1475.0,100.0,True,2.4000136858324717
naming,88,ADWIN,0,0,0,0.0,,,False,
naming,88,Page-Hinkley,0,0,0,0.0,,,False,
naming,88,Boundary-Aware,10,3,7,0.057692307692307696,1525.0,150.0,True,2.0994162364553803
naming,89,ADWIN,0,0,0,0.0,,,False,
naming,89,Page-Hinkley,0,0,0,0.0,,,False,
naming,89,Boundary-Aware,2,1,1,0.019230769230769232,2150.0,775.0,True,2.564831105018968
naming,90,ADWIN,0,0,0,0.0,,,False,
naming,90,Page-Hinkley,0,0,0,0.0,,,False,
naming,90,Boundary-Aware,12,4,8,0.07692307692307693,1525.0,150.0,True,2.179510912603311
naming,91,ADWIN,0,0,0,0.0,,,False,
naming,91,Page-Hinkley,0,0,0,0.0,,,False,
naming,91,Boundary-Aware,24,11,13,0.21153846153846154,1400.0,25.0,True,1.7486156013470415
naming,92,ADWIN,0,0,0,0.0,,,False,
naming,92,Page-Hinkley,0,0,0,0.0,,,False,
naming,92,Boundary-Aware,18,6,12,0.11538461538461539,1375.0,0.0,True,2.01434213164677
naming,93,ADWIN,0,0,0,0.0,,,False,
naming,93,Page-Hinkley,0,0,0,0.0,,,False,
naming,93,Boundary-Aware,12,4,8,0.07692307692307693,1550.0,175.0,True,1.8550540822659458
naming,94,ADWIN,0,0,0,0.0,,,False,
naming,94,Page-Hinkley,0,0,0,0.0,,,False,
naming,94,Boundary-Aware,16,6,10,0.11538461538461539,1525.0,150.0,True,2.1393925343285716
naming,95,ADWIN,0,0,0,0.0,,,False,
naming,95,Page-Hinkley,0,0,0,0.0,,,False,
naming,95,Boundary-Aware,6,1,5,0.019230769230769232,1450.0,75.0,True,2.118007489293144
naming,96,ADWIN,0,0,0,0.0,,,False,
naming,96,Page-Hinkley,0,0,0,0.0,,,False,
naming,96,Boundary-Aware,8,3,5,0.057692307692307696,1575.0,200.0,True,2.313808890048014
naming,97,ADWIN,0,0,0,0.0,,,False,
naming,97,Page-Hinkley,0,0,0,0.0,,,False,
naming,97,Boundary-Aware,8,3,5,0.057692307692307696,1525.0,150.0,True,1.9418886793709544
naming,98,ADWIN,0,0,0,0.0,,,False,
naming,98,Page-Hinkley,0,0,0,0.0,,,False,
naming,98,Boundary-Aware,6,2,4,0.038461538461538464,1850.0,475.0,True,2.430746434038674
naming,99,ADWIN,0,0,0,0.0,,,False,
naming,99,Page-Hinkley,0,0,0,0.0,,,False,
naming,99,Boundary-Aware,3,1,2,0.019230769230769232,1725.0,350.0,True,2.1811384880932425
naming,100,ADWIN,0,0,0,0.0,,,False,
naming,100,Page-Hinkley,0,0,0,0.0,,,False,
naming,100,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.4439747532898246
naming,101,ADWIN,0,0,0,0.0,,,False,
naming,101,Page-Hinkley,0,0,0,0.0,,,False,
naming,101,Boundary-Aware,11,2,9,0.038461538461538464,1775.0,400.0,True,2.170232596616709
naming,102,ADWIN,0,0,0,0.0,,,False,
naming,102,Page-Hinkley,0,0,0,0.0,,,False,
naming,102,Boundary-Aware,12,7,5,0.1346153846153846,1600.0,225.0,True,1.641182485130818
naming,103,ADWIN,0,0,0,0.0,,,False,
naming,103,Page-Hinkley,0,0,0,0.0,,,False,
naming,103,Boundary-Aware,8,3,5,0.057692307692307696,1600.0,225.0,True,2.3816840818675176
naming,104,ADWIN,0,0,0,0.0,,,False,
naming,104,Page-Hinkley,0,0,0,0.0,,,False,
naming,104,Boundary-Aware,5,2,3,0.038461538461538464,1975.0,600.0,True,1.9533889065371448
naming,105,ADWIN,0,0,0,0.0,,,False,
naming,105,Page-Hinkley,0,0,0,0.0,,,False,
naming,105,Boundary-Aware,21,13,8,0.25,1400.0,25.0,True,1.7576896098394252
naming,106,ADWIN,0,0,0,0.0,,,False,
naming,106,Page-Hinkley,0,0,0,0.0,,,False,
naming,106,Boundary-Aware,9,4,5,0.07692307692307693,1650.0,275.0,True,2.8866989764951936
naming,107,ADWIN,0,0,0,0.0,,,False,
naming,107,Page-Hinkley,0,0,0,0.0,,,False,
naming,107,Boundary-Aware,20,4,16,0.07692307692307693,1475.0,100.0,True,1.8735271269034615
naming,108,ADWIN,0,0,0,0.0,,,False,
naming,108,Page-Hinkley,0,0,0,0.0,,,False,
naming,108,Boundary-Aware,10,4,6,0.07692307692307693,1600.0,225.0,True,1.978831877737418
naming,109,ADWIN,0,0,0,0.0,,,False,
naming,109,Page-Hinkley,0,0,0,0.0,,,False,
